Categoria,Desconto,Preço,Produto,Unnamed: 0
Memoria_Ram,-42%,299.99,"Memória RAM XPG Gammix D35, 16GB, 3200MHz, DDR4, CL16, Preto - AX4U320016G16A-SBKD35",13
Memoria_Ram,-1%,139.99,"Memória RAM Para Notebook Kingston Fury Impact, 8GB, 3200MHz, DDR4, CL20 - KF432S20IB/8",14
Memoria_Ram,-11%,999.99,"Memória RAM XPG Lancer, RGB, 32GB (2x16GB), 6000MHz, DDR5, CL30, Preto - AX5U6000C3016G-DCLARBK",15
Memoria_Ram,-8%,119.99,"Memória Husky Gaming, 8GB, 2666MHz, DDR4, CL19, Preto - HGMF001",16
Memoria_Ram,-30%,119.99,"Memória RAM para Notebook Rise Mode, 8GB, 2400MHz, DDR4, CL17 - RM-D4-8G-2400VN",17
Memoria_Ram,-10%,129.99,"Memória Para Notebook Husky Technologies, 8GB, 3200MHz, DDR4, CL19 - HTCQ002",18
Memoria_Ram,,299.99,"Memória RAM Kingston Fury Beast, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - KF432C16BBK2/16",19
Memoria_Ram,,279.99,"Memoria RAM Para Notebook Rise Mode Value, 16GB, 3200MHZ, DDR4, CL22 - RM-D4-16G-3200VN",20
Memoria_Ram,,139.99,"Memória RAM 8GB KBM! Gaming, Preto, 3200 MHz, DDR4, CL22 - KGRM32000822PT",21
Memoria_Ram,,209.99,"Memória Gamer Husky Gaming, 16GB, 2666MHz, DDR4, CL19, Preto - HGMF002",22
Memoria_Ram,,114.99,"Memória RAM 8GB KBM! Gaming, 2666 MHz, DDR4, Cl19 - KGRM26000819PT",23
Memoria_Ram,,154.99,"Memória RAM Corsair Vengeance LPX, 8GB, 2400MHz, DDR4, CL16, Preto - CMK8GX4M1A2400C16",24
Memoria_Ram,,219.99,"Memória RAM Corsair Vengeance LPX, 16GB, 3200MHz, DDR4, CL16, Preto - CMK16GX4M1E3200C16",25
Memoria_Ram,,106.99,"Memória RAM para Notebook Husky Technologies, 8GB, 2666MHz, DDR4, CL19 - HTCQ001",26
Memoria_Ram,,129.99,"Memória RAM para Notebook KABUM! TECH, 8GB, 2666MHz, DDR4, CL19 - KTRMN260008PT",27
Memoria_Ram,,599.99,"Memória RAM Corsair Vengeance LPX, 32GB (2x16GB), 3600MHz, DDR4, CL18, Preto - CMK32GX4M2D3600C18",28
Memoria_Ram,,829.99,"Memória RAM Corsair Vengeance RGB, 32GB (2x16GB), 5200MHz, DDR5, CL40, Preto - CMH32GX5M2B5200C40",29
Memoria_Ram,,39.99,"Memória RAM Rise Mode, 4GB, 1600MHz, DDR3, CL11 - RM-D3-4G1600V",30
Memoria_Ram,,239.99,"Memória RAM Rise Mode Z, 16GB, 3200MHz, DDR4, CL16, Branco - RM-D4-16G-3200ZW",31
Memoria_Ram,,189.99,"Memória Para Notebook Husky Technologies, 16GB, 3200MHz, DDR4, CL19 - HTCQ004",32
Memoria_Ram,,69.99,"Memória RAM para Notebook Rise Mode Value Series, 4GB, 1600MHz, DDR3L, CL11 - RM-D3-4G1600NL",33
Memoria_Ram,,319.99,"Memória RAM para Notebook Corsair Vengeance Series, 16GB, 3200MHz, DDR4, CL22, Preto - CMSX16GX4M1A3200C22",34
Memoria_Ram,,619.99,"Memória RAM Corsair Vengeance RGB RS, 32GB (2x16GB), 3200MHz, DDR4, CL16, Preto - CMG32GX4M2E3200C16",35
Memoria_Ram,,262.99,"Memória RAM Corsair Vengeance LPX, 16GB, 2400MHz, DDR4, CL16, Preto - CMK16GX4M1A2400C16",36
Memoria_Ram,,1134.99,"Memória RAM Corsair Vengeance RGB, 32GB (2x16GB), 6200MHz, DDR5, CL36, Preto - CMH32GX5M2B6200C36",37
Memoria_Ram,,139.99,"Memória RAM Corsair Vengeance LPX, 8GB, 3200MHz, DDR4, CL16, Preta - CMK8GX4M1E3200C16",38
Memoria_Ram,,249.99,"Memória RAM para Notebook Corsair Vengeance, 16GB, 2666MHz, DDR4, CL18, Preto - CMSX16GX4M1A2666C18",39
Placas_Interfaces,,31.14,"Placa Pci Express 4.0 4x, Para HD, SSD Nvme M.2 F3 Pla-nm - 1506",0
Placas_Interfaces,,62.29,Placa USB 3.0 PCI Express 1x PC Computador 4 Portas Saidas,1
Placas_Interfaces,,83.9,Placa Pci Usb 2.0 Hb-T74 Knup,2
Placas_Interfaces,,79.88,"Placa Pci F3 Express X1, 2 Seriais, 1 Paralela, Low Profile - Jc-Pci-Prs",3
Placas_Interfaces,,86.41,"Placa De Som PCI com 5 Canais DP-61, PC0046DEX",4
Placas_Interfaces,,95.8,Placa Usb 3.0 Interna Com 4 Portas Pci-express 5 Gbps,5
Placas_Interfaces,,43.11,"Placa De Som Externa USB, Som Virtual 7.1, Microfone - AD0021",6
Placas_Interfaces,,149.0,"Placa USB 3.0 Pci Express X1, 2 Portas Com Low Profile Perfil Baixo Feasso - Jpu-03",7
Placas_Interfaces,,1519.76,"Placa De Som Gamer Creative, Pci-e Express High-Performance Sound Blaster Z Se - 70sb150000004",8
Placas_Interfaces,,104.42,Placa Com Usb 3.0 E 4 Portas Até 5gbps Pci-express 1x Pci-e Knup - Kp-t102,9
Placas_Interfaces,,199.9,"Placa Expansão Pci, Express Pcie X1 X4 X8 X16, P/ USB, Tipo C, 3.0, 2 Portas, Adaptador Hub, Controlador",10
Placas_Interfaces,,36.5,Placa Controladora Comtac Pci Com 1 Porta Paralela 9016,11
Placas_Interfaces,,195.01,Placa De Som - 5.1 Canais - Pci-e,12
Placas_Interfaces,,313.5,"Placa De Som, Creative Sound, Blaster Play 4 Externo",13
Placas_Interfaces,,143.91,Placa De Interface De Audio Mxt Multifuncional Com Efeitos Para Live Streaming Mx-v8 - 054.0001.00137,14
Placas_Interfaces,,38.92,Placa PCi-e Nvme Ad135 Knup,15
Placas_Interfaces,,50.15,Placa Pci Com 5 Portas Usb 2.0 480 Mbps Dp-52,16
Placas_Interfaces,,1597.39,Placa De Som Pci-E - Sound Blaster X Ae-5 Plus- Rgb - 70Sb174000003,17
Placas_Interfaces,,165.0,Placa Pci Express 2 Portas Seriais Comtac 9049,18
Placas_Interfaces,,2613.52,"Placa De Som, Sound Blaster X G6, 7.1 Para Ps4, Xbox One, Nintendo Switch E Pc - 70sb177000000",19
Placas_Interfaces,,175.41,"Placa De Som PCI, 5.1 Canais - 32 Bits",20
Placas_Interfaces,,75.53,"Placa de Som DEX X1, PCIe, Usb 3.0 5gbps Com 4 Portas.",21
Placas_Interfaces,,7657.08,"Servidor Lenovo St50 V2 Xeon E-2324g, 16GB, hdtb",22
Placas_Interfaces,,589.99,Placa De Som Creative Sound Blaster Audigy - Fx Pci-e 5853,23
Placas_Interfaces,,165.61,Placa Controladora Akasa Vegas Para Fitas Led - Até 8 Dispositivos Rgb - Ak-rld-03,24
Placas_Interfaces,,57.61,Placa USB 3.0 5gbps Pci-e X1 Com 2 Portas + Perfil Baixo Comm5 - 2usb-pci-e,25
Placas_Interfaces,,122.42,Placa Pci Express 4 Portas Usb 3.0 Comtac 9349,26
Placas_Interfaces,,465.08,"Placa De Som Asus Xonar Se, 5.1 - Pci-e - 90ya00t0-m0ua00",27
Placas_Interfaces,,95.96,Placa Controladora Pci-e X1 Usb 3.0 (5gbps) Com 4 Portas Usb,28
Placas_Interfaces,,152.87,"Placa PCI Express, Com 2 Portas USB 3.0, Akasa, AK-PCCU3-01",29
Placas_Interfaces,,42.0,Placa Pci 2 Portas Seriais Comtac 9015,30
Placas_Interfaces,,51.68,"Placa Controladora PCi, Legacy,gv Brazil, 2 Seriais, - PCi.18401",31
Placas_Interfaces,,28.9,Adaptador Porta Serial Hp 611901-001 Perfil Baixo (15 Pinos),32
Placas_Interfaces,,311.78,Kit Placa DVR Seykon Pci Sk-9808 8 Canais Real Time,33
Placas_Interfaces,,921.81,Placa Raspberry 8GB 64bit 5.0v Usb-c Pi4 Model B Raspberry,34
Placas_Interfaces,,78.09,Placa Comando Impacta 140/220 4990108 Intelbras,35
Placas_Interfaces,,11.48,Placa 16 Ramais Digitais 141 051 Intelbras,36
Placas_Interfaces,,93.16,"Placa PCi-e Controladora Gv Brasil, 2 Seriais + 1 Paralela - PCi.567",37
Placas_Interfaces,,249.9,Placa De Expansão Usb 3.1 Tipo-c 5gbps Com 4 Portas,38
Placas_Interfaces,,174.94,"Placa Central Ppa de Comando Agility Legero, Bivolt 50hz, 60hz - A22518",39
Placas_mae,-13%,519.99,"Placa Mãe Asus TUF GAMING A520M-PLUS II, AMD AM4, mATX, DDR4",0
Placas_mae,-9%,394.99,"Placa Mãe MSI A520M-A PRO, AMD AM4, mATX, DDR4",1
Placas_mae,-7%,999.99,"Placa-Mãe MSI MPG B550 Gaming Plus, AMD AM4, ATX",2
Placas_mae,-14%,849.99,"Placa Mãe Gigabyte B550M Aorus Elite (rev. 1.3), AMD AM4, Micro ATX, DDR4 - B550M AORUS ELITE",3
Placas_mae,-13%,529.99,"Placa Mãe Gigabyte H610M (rev. 1.0), Intel LGA1700, H610, DDR4, mATX - H610M H DDR4",4
Placas_mae,-7%,769.99,"Placa Mãe ASRock B450M Steel Legend, AMD AM4, mATX, DDR4",5
Placas_mae,-19%,1064.98,"Placa Mãe Asus TUF Gaming B550M-Plus, AMD AM4, mATX, DDR4",6
Placas_mae,-5%,859.99,"Placa-Mãe MSI B550M Pro-VDH WiFi, AMD AM4, mATX",7
Placas_mae,-19%,629.99,"Placa Mãe Asus Prime H610M-A D4, LGA 1700 H610, mATX, DDR4",8
Placas_mae,-11%,1299.99,"Placa Mãe MSI B650M Gaming Plus, AMD AM5, M-ATX, DDR5, Wi-Fi - B650M GAMING PLUS WIFI",9
Placas_mae,-14%,849.9,"Placa-Mãe Asus TUF Gaming B550M-PLUS, AMD AM4, mATX , DDR4, M.2, Aura para fita RGB - 90MB14A0-C1BAY0",10
Placas_mae,-15%,919.99,"Placa Mãe Gigabyte B650M Gaming (Rev.1.0), AMD AM5, mATX, DDR5, RGB, WiFi - B650M GAMING WIFI",11
Placas_mae,-10%,1249.99,"Placa Mãe Asus TUF Gaming B650M-E, WIFI, AMD AM5, B650, DDR5 - 90MB1FV0-M0EAY0",12
Placas_mae,-2%,488.9,"Placa Mãe Asus Prime A520M-E, AMD AM4, mATX, DDR4",13
Placas_mae,-17%,844.99,"Placa Mãe MSI Pro B650M-P, AMD AM5, M-ATX, DDR5 - PRO B650M-P",14
Placas_mae,-5%,819.9,"Placa-Mãe Gigabyte B550M Aorus Elite, AMD AM4, Micro ATX, DDR4",15
Placas_mae,-6%,559.99,"Placa Mãe ASUS Prime H510M-A R2.0, Intel, ATX, DDR4, LGA 1200, H470 - 90MB1FP0-M0EAY0",16
Placas_mae,-2%,559.99,"Placa Mãe MSI B450M-A Pro Max, AMD AM4, Micro-ATX, DDR4",17
Placas_mae,-24%,549.99,"Placa Mãe MSI Pro H610M-E DDR4, Intel LGA 1700, M-ATX, DDR4 - PRO H610M-E DDR4",18
Placas_mae,-11%,1319.99,"Placa Mãe ASUS TUF GAMING B760M-PLUS WIFI II, Intel, DDR5 - 90MB1HE0-M0EAY0",19
Placas_mae,-20%,559.99,"Placa Mãe Asus Prime H510M-A, Intel Socket LGA1200, microATX, DDR4",20
Placas_mae,-5%,1494.99,"Placa Mãe Asus ROG Strix B550-F Gaming II, AMD AM4, ATX, DDR4, Wi-Fi, Aura Sync RGB",21
Placas_mae,,689.99,"Placa Mãe Asus TUF GAMING A520M-PLUS WIFI, AMD AM4, mATX, DDR4, RGB - 90MB17F0-M0EAY0",22
Placas_mae,,526.41,"Placa Mãe Msi B450m Pro-Vdh Max, AMD AM4, Matx, DDR4, Chipset B450 - 911-7a38-063",23
Placas_mae,,484.99,"Placa Mãe MSI PRO H510M-B, Intel, M-ATX, DDR4 - PRO H510M-B",24
Placas_mae,,854.99,"Placa Mãe Asus TUF GAMING A620M-PLUS, AMD AM5, mATX, DDR5 - 90MB1EZ0-M0EAY0",25
Placas_mae,,939.99,"Placa Mãe MSI Pro B760-P DDR4 II, Intel LGA 1700, ATX, DDR4 - PRO B760-P DDR4 II",26
Placas_mae,,1319.99,"Placa Mãe Gigabyte B760M AORUS ELITE (rev. 1.0), LGA 1700, DDR5",27
Placas_mae,,599.99,"Placa-Mãe MSI B450M Pro-VDH Max p/ AMD AM4, m-ATX, DDR4",28
Placas_mae,,739.99,"Placa Mãe Asus Prime B550M-A, AMD AM4, mATX, DDR4",29
Placas_mae,,433.49,"Placa Mãe Gigabyte A520M DS3H V2, AMD, Micro ATX, DDR4 - A520M DS3H V2",30
Placas_mae,,584.99,"Placa Mãe Asus Prime H610M-E D4, Intel LGA 1700, mATX, DDR4",31
Placas_mae,,549.99,"Placa-Mãe Gigabyte H510M H V2, Intel LGA 1200, 10ª E 11ª Geração, mATX, DDR4 - H510M H V2",32
Placas_mae,,1049.99,"Placa Mãe Asus TUF GAMING A620M-PLUS WIFI, AMD AM5, mATX, DDR5, Wi-Fi, Bluetooth - 90MB1F00-M0EAY0",33
Placas_mae,,999.99,"Placa Mãe MSI PRO B760M-A, Intel, M-ATX, DDR5, Wi-Fi - PRO B760M-A WIFI",34
Placas_mae,,1159.99,"Placa Mãe ASRock B650M PG Riptide, AMD, Micro ATX, DDR5 - 90-MXBJ9*",35
Placas_mae,,709.99,"Placa-Mãe Asus TUF Gaming B450M-Plus II, AMD AM4, mATX, DDR4",36
Placas_mae,,1059.99,"Placa Mãe ASUS TUF Gaming B760M-E D4, Intel, M-ATX, DDR4 - 90MB1E90-M0EAY0",37
Placas_mae,,2239.99,"Placa Mãe Asus TUF Gaming X670E-Plus Wi-Fi, AMD X670, AM5, DDR5 - 90MB1BK0-M0EAY0",38
Placas_mae,,639.99,"Placa Mãe MSI Pro A620M-E, AMD AM5, M-ATX, DDR5 - PRO A620M-E",39
Placa_de_video,-5%,1639.99,"Placa de Vídeo RTX 3060 1-Click OC Galax NVIDIA GeForce, 12GB GDDR6, LHR, DLSS, Ray Tracing - 36NOL7MD1VOC",0
Placa_de_video,-7%,1299.99,"Placa de Vídeo RX 6600 8G-V3 Dual ASUS AMD Radeon, 8GB GDDR6 - 90YV0GP3-M0NA00",1
Placa_de_video,-6%,1899.99,"Placa de Vídeo RTX4060 1-Click OC 2X TecLab Lite GALAX NVIDIA GeForce, 8GB GDDR6, G-SYNC, DLSS, Ray Tracing",2
Placa_de_video,-7%,2099.99,"Placa de Vídeo RX 6750XT Gaming XFX Graphics Card AMD Radeon, 12GB GDDR6, Ray tracing, Fidelity FX - RX-675TMBAF9",3
Placa_de_video,-5%,2199.99,"Placa de Vídeo RTX 4060 8G V2 Gaming ATS OC ASUS NVIDIA GeForce, 8GB GDDR6, DLSS, Ray Tracing, G-Sync - 90YV0JM2-M0NA00",4
Placa_de_video,-5%,1299.99,"Placa de Vídeo RX 6600 CLD 8G ASRock AMD Radeon, 8GB, GDDR6 - 90-GA2RZZ-00UANF",5
Placa_de_video,-6%,1999.99,"Placa de Vídeo RTX 4060 VENTUS 2x Black OC MSI NVIDIA GeForce, 8GB GDDR6, DLSS, Ray Tracing",6
Placa_de_video,-37%,1509.99,"Placa de Vídeo RX 6650XT XFX Speedster SWFT210 AMD Radeon, 8GB GDDR6, HDMI 3xDP 2 FAN - RX-665X8DFDY",7
Placa_de_video,-15%,1289.99,"Placa de Vídeo RX 6600 XFX Core Gaming Speedster SWFT 210 AMD Radeon Graphics Card, 8GB GDDR6, AMD RDNA 2 - RX-66XL8LFDQ",8
Placa_de_video,-19%,1899.99,"Placa de Video RTX 4060 Infinity 2 Palit NVIDIA GeForce, 8GB GDDR6, DLSS, Ray Tracing, G-Sync - NE64060019P1-1070L",9
Placa_de_video,-14%,1299.99,"Placa de Vídeo RTX 3050 Windforce OC Gigabyte NVIDIA GeForce, 6GB GDDR6, DLSS, Ray Tracing - GV-N3050WF2OC-6GD",10
Placa_de_video,,2569.99,"Placa de Vídeo RTX 4060 TI Ventus 2X Black 8G OC MSI NVIDIA GeForce, 8GB GDDR6, DLSS, Ray Tracing, G-Sync",11
Placa_de_video,,1659.99,"Placa de Video RTX 3060 Palit NVIDIA GeForce, 12GB GDDR6, RGB, DLSS, G-Sync, Ray Tracing - NE63060019K9-190AD",12
Placa_de_video,,769.99,"Placa de Vídeo RX 570 Phantom Gaming Elite ASRock AMD Radeon, 8GB GDDR5, HDR, FreeSync - 90-GA2PZZ-00UANF",13
Placa_de_video,,1909.0,"Placa De Vídeo Galax Geforce RTX 4060, 8GB, 1 Click Oc V2, GDDR6, 128 Bit - 46nsl8md9nxv",14
Placa_de_video,,1429.99,"Placa de Vídeo MSI RTX 3050 Ventus 2X XS OC NVIDIA GeForce, 8GB GDDR6 - 912-V809-4266",15
Placa_de_video,,2299.99,"Placa de Vídeo RTX 4060 EAGLE OC Gigabyte NVIDIA GeForce, 8GB GDDR6, DLSS, Ray Tracing - GV-N4060EAGLE OC-8GD",16
Placa_de_video,,2649.99,"Placa de Vídeo RTX 4060 Ti VENTUS 3X 8G OC MSI NVIDIA GeForce, 8 GB GDDR6, DLSS, Ray Tracing",17
Placa_de_video,,2199.99,"Placa de Vídeo RTX 4060 AERO OC Gigabyte NVIDIA GeForce, 8GB GDDR6, RGB, DLSS, Ray Tracing, Branco - GV-N4060AERO OC-8GD",18
Placa_de_video,,1799.99,"Placa de Vídeo RX 7600 GAMING OC 8G AMD Radeon Gigabyte, 8GB GDDR6, 128bits, RGB - GV-R76GAMING OC-8GD",19
Placa_de_video,,4199.99,Placa de Vídeo RTX 4070 Super 1-Click OC 2X TecLab Lite Galax NVIDIA GeForce - 47SOM7MDABCD,20
Placa_de_video,,2899.99,"Placa de Vídeo RTX 4060 Ti OC Edition Asus TUF Gaming NVIDIA GeForce, 8 GB GDDR6, ARGB, DLSS - TUF-RTX4060TI-O8G-GAMING",21
Placa_de_video,,2799.99,"Placa de Vídeo RTX 4060 Ti Eagle OC Gigabyte NVIDIA GeForce, 8 GB GDDR6, DLSS, Ray Tracing - GV-N406TEAGLE OC-8GD G10",22
Placa_de_video,,1459.99,"Placa de Vídeo Gigabyte Radeon RX 6600 EAGLE AMD, 8GB GDDR6, Preto - GV-R66EAGLE-8GD",23
Placa_de_video,,2142.92,"Placa De Vídeo Msi RTX 4060 Ventus 2x Oc Black, Nvidia GeForce, 8GB, GDDR6 - 912-V516-012",24
Placa_de_video,,2719.9,"Placa De Vídeo RTX 4060 TI Ventus 2x Oc, MSI, Nvidia, 8GB RAM, GDDR6 - 912-V515-024",25
Placa_de_video,,1599.99,"Placa de Vídeo RTX 3060 Ventus 2X MSI NVIDIA GeForce, 12GB GDDR6, DLSS, Ray Tracing - RTX 3060 Ventus 2X 12G OC",26
Placa_de_video,,1159.99,"Placa de vídeo RTX 3050 EX Galax NVIDIA GeForce, 6GB GDDR6. DLSS, Ray Tracing, G-Sync - 527200-0119",27
Placa_de_video,,849.99,"Placa de Vídeo GTX 1650 D6 Ventus XS OCV3 MSI NVIDIA GeForce, 4GB GDDR6, G- Sync - 912-V812-003",28
Placa_de_video,,2999.99,"Placa de Video RTX 4060 TI PNY NVIDIA GeForce Verto Dual Fan, 16GB GDDR6, DLSS, Ray Tracing, G-Sync - VCG4060T16DFXPB1",29
Placa_de_video,,5699.99,"Placa de Vídeo RTX 4070 Ti Super Gigabyte Eagle OC NVIDIA GeForce, 16GB GDDR6, DLSS, Ray Tracing - GV-N407TSEAGLE OC-16GD",30
Placa_de_video,,849.99,"Placa de Vídeo Galax NVIDIA GeForce GTX 1650 EX Plus (1-Click OC), 4GB, GDDR6 - 65SQL8DS93E1",31
Placa_de_video,,1799.99,"Placa de Vídeo RX7600 OC ASUS AMD Dual Radeon, 8GB GDDR6 - 90YV0IH2-M0NA00",32
Placa_de_video,,2098.99,"Placa de vídeo RTX 4060 ASUS Dual 8G EVO OC NVIDIA GeForce, 8GB GDDR6, G-SYNC, Ray Tracing - 90YV0JC7-M0NA00",33
Placa_de_video,,519.98,"Placa de Vídeo RX 550 AMD PCYes Dual Fan Projeto Edge, 4GB GDDR5, 128 BITS - PVEX5504GBDF",34
Placa_de_video,,2659.9,"Placa de Vídeo Galax Nvidia Geforce RTX 4060 TI Click OC, 8GB, GDDR6, DLSS Ray Tracing - 46ISL8MD8COC",35
Placa_de_video,,799.9,"Placa de Vídeo MSI NVIDIA GeForce GTX 1650 D6 Ventus XS OCV3, 4GB, GDDR6, 128 Bits - 912-V812-003",36
Placa_de_video,,1799.99,"Placa de Vídeo RX 7600 Challenger ASRock AMD Radeon, 8GB GDDR6 - 90-GA41ZZ-00UANF",37
Placa_de_video,,1049.99,"Placa de Video RTX 3050 Stormix Palit NVIDIA GeForce, 6GB GDDR6, DLSS, Ray Tracing, Adaptive Sync - NE63050018JE-1070F",38
Placa_de_video,,2699.99,"Placa de Vídeo RTX 4060 TI O8G EVO OC ASUS NVIDIA GeForce, 8GB GDDR6, DLSS3, Ray Tracing, G-Sync",39
Processadores,-5%,1439.99,"Processador AMD Ryzen 7 5700X3D, 3.6 GHz, (4.1GHz Max Turbo), Cachê 4MB, 8 Núcleos, 16 Threads, AM4 - 100-100001503WOF",0
Processadores,-52%,934.99,"Processador AMD Ryzen 5 5600GT, 3.6 GHz, (4.6GHz Max Turbo), Cachê 4MB, 6 Núcleos, 12 Threads, AM4 - 100-100001488BOX",1
Processadores,-7%,799.99,"Processador Intel Core i5-12400F, 2.5GHz (4.4GHz Max Turbo), Cache 18MB, LGA 1700 - BX8071512400F",2
Processadores,-42%,597.99,"Processador AMD Ryzen 5 5500, 3.6GHz (4.2GHz Max Turbo), Cache 19MB, AM4, Sem Vídeo - 100-100000457BOX",3
Processadores,-53%,879.99,"Processador AMD Ryzen 5 5600, 3.5GHz (4.4GHz Max Turbo), Cache 35MB, AM4, Sem Vídeo - 100-100000927BOX",4
Processadores,-50%,603.9,"Processador AMD Ryzen 5 5500, 3.6GHz, Cache 16MB, Hexa Core, 12 Threads, AM4 - 100-100000457BOX",5
Processadores,-5%,1169.99,"Processador AMD Ryzen 7 5700X, 3.4GHz (4.6GHz Max Turbo), Cache 36MB, AM4, Sem Vídeo - 100-100000926WOF",6
Processadores,-5%,1239.99,"Processador AMD Ryzen 5 7600, 5.1GHz Max Turbo, Cache 38MB, AM5, 6 Núcleos, Vídeo Integrado - 100-100001015BOX",7
Processadores,-36%,728.99,"Processador AMD Ryzen 5 4600G, 3.7GHz (4.2GHz Max Turbo), Cache 11MB, AM4, Vídeo Integrado - 100-100000147BOX",8
Processadores,-60%,398.99,"Processador AMD Ryzen 3 3200G, 3.6GHz (4GHz Max Turbo), Cache 4MB, Quad Core, 4 Threads, AM4 - YD3200C5FHBOX",9
Processadores,-15%,1099.99,"Processador AMD Ryzen 5 5600X, 3.7GHz (4.6GHz Max Turbo), Cache 35MB, 6 Núcleos, 12 Threads, AM4 - 100-100000065BOX",10
Processadores,-46%,1159.99,"Processador AMD Ryzen 7 5700G, 3.8GHz (4.6GHz Max Turbo), Cache 20MB, 8 Núcleos, 16 Threads, Vídeo Integrado, AM4 - 100-100000263BOX",11
Processadores,-9%,1019.99,"Processador Intel Core i5-12400, 2.5GHz (4.4GHz Max Turbo), Cache 18MB, LGA 1700 - BX8071512400",12
Processadores,-9%,1059.99,"Processador AMD Ryzen 7 5700, 3.7 GHz (4.6GHz Max Turbo), Cachê 4MB, 8 Núcleos, 16 Threads, AM4 - 100-100000743BOX",13
Processadores,-5%,614.99,"Processador Intel Core i5-10400F, 2.9GHz (4.3GHz Max Turbo), Cache 12MB, 6 Núcleos, 12 Threads, LGA 1200 - BX8070110400F",14
Processadores,-28%,849.9,"Processador AMD Ryzen 5 5600GT, 4.6GHz, Cache 19MB, AM4, 6 núcleos, 12 threads, Placa de Vídeo, Com Cooler - 100-100001488",15
Processadores,,519.99,"Processador AMD Ryzen 5 4500, 3.6GHz (4.1GHz Max Turbo) Cache 11MB, AM4, Sem Vídeo - 100-100000644BOX",16
Processadores,,1899.99,"Processador Intel Core i7-12700K, 3.6GHz (5.0GHz Max Turbo), 12 Núcleos, 20 Threads, LGA 1700, Vídeo Integrado - BX8071512700K",17
Processadores,,639.99,"Processador Intel Core i3-10105, 3.7GHz (4.4GHz Max Turbo), Cache 6MB, Quad Core, 8 Threads, LGA 1200, Vídeo Integrado - BX8070110105",18
Processadores,,2699.99,"Processador Intel Core i7-14700K, 14ª Geração, 5.6 GHz Max Turbo, Cache 33MB, 20 Núcleos, 28 Threads, LGA1700 - BX8071514700K",19
Processadores,,1499.99,"Processador AMD Ryzen 7 5800X, 3.8GHz (4.7GHz Max Turbo), Cache 36MB, Octa Core, 16 Threads, AM4 - 100-100000063WOF",20
Processadores,,1939.99,"Processador Intel Core i5-14600K, 14ª Geração, 5.3 GHz Max Turbo, Cache 24MB, 14 Núcleos, 20 Threads, LGA1700 - BX8071514600K",21
Processadores,,2299.99,"Processador AMD Ryzen 9 5900X, 3.7GHz (4.8GHz Max Turbo), Cache 70MB, 12 Núcleos, 24 Threads, AM4 - 100-100000061WOF",22
Processadores,,2699.99,"Processador AMD Ryzen 7 7700X, 5.4GHz Max Turbo, Cache 40MB, AM5, 8 Núcleos, Vídeo Integrado - 100-100000591WOF",23
Processadores,,2699.99,"Processador Intel Core i7-14700KF, 14ª Geração, 5.6 GHz Max Turbo, Cache 33MB, 20 Núcleos, 28 Threads, LGA1700 - BX8071514700KF",24
Processadores,,839.99,"Processador Intel Core i5-10400, 2.9GHz (4.3GHz Max Turbo), Cache 12MB, LGA 1200 - BX8070110400",25
Processadores,,2039.99,"Processador Intel Core i5-14600KF, 14ª Geração, 5.3 GHz Max Turbo, Cache 24MB, 14 Núcleos, 20 Threads, LGA1700 - BX8071514600KF",26
Processadores,,1263.99,"Processador AMD Ryzen 5 8600G, 4.3 GHz (5.0GHz Max Turbo), Cachê 6MB, 6 Núcleos, 12 Threads, AM5, Vídeo Integrado - 100-100001237BOX",27
Processadores,,1699.99,"Processador Intel Core i7-12700F, 2.1GHz (4.9GHz Max Turbo), Cache 25MB, LGA 1700 - BX8071512700F",28
Processadores,,1739.99,"Processador AMD Ryzen 7 8700F, 4.1 GHz (5.0 GHz Max Turbo), Cachê 24MB, 8 Núcleos, 16 Threads, AM5 - 100-100001590BOX",29
Processadores,,1137.99,"Processador Intel Core i5-12600KF, 3.7GHz (4.9Ghz Max Turbo), Cache 20MB, Quad Core, 16 Threads, LGA 1700 - BX8071512600KF",30
Processadores,,1999.99,"Processador AMD Ryzen 7 7700, 5.3GHz Max Turbo, Cache 40MB, AM5, 8 Núcleos, Vídeo Integrado - 100-100000592BOX",31
Processadores,,3799.99,"Processador Intel Core i9-14900K, 14ª Geração, 6GHz Max Turbo, Cache 36MB, 24 Núcleos, 32 Threads, LGA1700 - BX8071514900K",32
Processadores,,999.99,"Processador AMD Ryzen 5 8500G, 3.5 GHz (5.0GHz Max Turbo), Cachê 22MB, 6 Núcleos, 12 Threads, AM5, Vídeo Integrado - 100-100000931BOX",33
Processadores,,1607.63,"Processador AMD Ryzen 5 7600X, 5.3GHz, Cache 38MB, AM5, Radeon Graphics - 100-100000593WOF",34
Processadores,,709.99,"Processador Intel Core i5-11400F, 2.6 GHz (4.4GHz Turbo), Cache 12MB, 6 Núcleos, 12 Threads, LGA1200 - BX8070811400F",35
Processadores,,1299.99,"Processador AMD Ryzen 5 8400F, 4.2 GHz (4.7 GHz Max Turbo), Cachê 22MB, AM5, 6 Núcleos, 12 Threads - 100-100001591BOX",36
Processadores,,2139.99,"Processador AMD Ryzen 9 5900XT, 3,3 GHz (4.8 GHz), Cache 64MB, 16 Núcleos, 32 Threads, AM4 - 100-100001581WOF",37
